NombreServicioTuristico,ClasificacionId,Clasificacion,CategoriaId,Categoria,SubCategoriaId,SubCategoria,Direccion,CorreoElectronico,SitioWeb,Telefono,CodDepartamento,CodProvincia,CodDistrito,NombreDepartamento,NombreProvincia,NombreDistrito,Ruc,Siglas,NombreEmpresa,FechaRegistroDatosEmpresa,FechaActualizacionDatosEmpresa
Caf? Pa Lech?n,2202,ALIMENTOS Y BEBIDAS,220228,Sangucher?a,220228,Sangucher?a,Jr. Grau 265 int. 1,"","",902189080,12,9,1,Jun?n,Chupaca,Chupaca,10408867407,Caf? Pa Lech?n,Patilla Macha Rosa,29/10/2024,29/10/2024
Las Orqu?deas,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Jr. Lima 607,navarroorquideas@gmail.com,"",995323562,19,3,1,Pasco,Oxapampa,Oxapampa,10043042179,Las Orqu?deas,Navarro Brice?o Flor de Mar?a,2/02/2005,7/10/2024
Machu Picchu Per? Tours,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Portal de Panes 123, Int. 107",info@machupicchuperutours.com ; machupicchuperutour@gmail.com,www.machupicchuperutours.com,987312403 / 931929535,8,1,1,Cusco,Cusco,Cusco,20564521508,Machu Picchu Per? Tours,Machupicchu Peru Tours Travel Agency E.I.R.L.,6/04/2015,7/10/2024
Hotel Hacienda El Guamito,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220101,Hoteles,22010103,H.3 Estrellas,Carretera Puerto Pizarro Km 2,graziavaleriano@outlook.com; haciendahotelguamito@gmail.com,"",952092890 / 941963633,24,1,1,Tumbes,Tumbes,Tumbes,20601230799,Hotel Hacienda El Guamito,CAMETUR S.A.C,5/05/2021,1/10/2024
Jet Smart,2203,TRANSPORTE,220302,A?reo,22030204,Aerol?neas -  Vuelos Nacionales,Av. Elmer Faucett S/N Aeropuerto Internacional Jorge Ch?vez 001,webcenter@jetsmart.com,www.jetsmart.com/pe/es/,(01) 311-0005,7,1,1,Callao,Callao,Callao,20602549861,Jet Smart,Jetsmart Airlines Spa-Sucursal del Per?,12/11/2022,22/10/2024
Villa Chicken,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Av. Rivera Navarrete 2833,contacto@villachicken.com.pe,www.villachicken.com.pe/villaweb,(01) 500 - 8800,15,1,16,Lima,Lima,Lince,20536676865,Villa Chicken,Villa Invest S.A.C.,5/09/2023,23/10/2024
Senderos Per?,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Calle Hip?lito Unanue N?106,senderosperuturismo@gmail.com,"",931 293 500 / 932 050 877,23,1,1,Tacna,Tacna,Tacna,20610677623,Senderos Per?,GRUPO VYA INVERSIONES E.I.R.L.,8/09/2023,18/10/2024
Raymi Peru Travel E.I.R.L.,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Av. General Gamarra N - 7 , Paseo de la Zarzuela b-1 Dep 403",rinaeaparicio@gmail.com; info@peruraymitravel.com,www.peruraymitravel.com,982493901 / 916711888,8,1,6,Cusco,Cusco,Santiago,20604881049,Raymi Peru Travel E.I.R.L.,Raymi Peru Travel E.I.R.L.,7/10/2024,7/10/2024
?NDIGO,2202,ALIMENTOS Y BEBIDAS,220216,Restaurant & Bar,220216,Restaurant & Bar,AV. FATIMA MZA. SN LOTE. C1 SEC. LA ENCALADA DEL GOLF LA LIBERTAD,.,.,.,13,1,11,La Libertad,Trujillo,V?ctor Larco Herrera,20612640786,?NDIGO,INDIGO ENTRETENIMIENTO S.A.C.,21/10/2024,21/10/2024
Top Per? Trips,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Jr. Conquista A-2 - Santa Ana,reservastopperutrips@gmail.com,www.topperutrips.com,984005842 / 984237207,8,1,1,Cusco,Cusco,Cusco,20600590490,Top Per? Trips,Inversiones Turisticas Top Peru Trips S.A.C.,7/10/2024,7/10/2024
El Uruguayo Parrilladas,2202,ALIMENTOS Y BEBIDAS,220205,Restaurantes de Carnes y Parrillas,220205,Restaurantes de Carnes y Parrillas,Esquina Av. El Golg y Av. Prolongaci?n Vallejo,atencionalcliente@eluruguayo.pe,"",988 057 117,13,1,1,La Libertad,Trujillo,Trujillo,10156627921,El Uruguayo Parrilladas,Trujillo Zu?iga Alejandro Justo,3/05/2013,17/10/2024
Pollos Kikiriki,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Av. Espa?a 2359,polleria.kikiriki.chicken@gmail.com,"",(044) 245480,13,1,1,La Libertad,Trujillo,Trujillo,20482705228,Pollos Kikiriki,Zavian S.A.C.,6/05/2013,17/10/2024
IPT Tours,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Urb. Santa Monica N-1-B,info@incredibleperutours.com,https://incredibleperutours.com/,984525006,8,1,8,Cusco,Cusco,Wanchaq,20600652461,IPT Tours,Incredible Peru Tour S.A.C.,7/10/2024,7/10/2024
First Class Huaraz,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Jr. 28 de julio 706,firstclasshuarazperu@gmail.com,"",972513329,2,1,1,?ncash,Huaraz,Huaraz,20601817935,First Class Huaraz,First Class Huaraz? EIRL,24/01/2018,23/10/2024
SUN TRAVEL & D'YSH,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"\"Cl. Bolognesi 227  \"\"Galer?a El Carmen\"\"\"",suntraveldysh@gmail.com,"",968329395 / 917662015 / 989452633,24,1,1,Tumbes,Tumbes,Tumbes,20611251158,SUN TRAVEL & D'YSH,SUN TRAVEL & D'YLLARI SHOPP S.A.C.,24/10/2024,24/10/2024
Machupicchu Reservations,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Portal Nuevo Espinar 270,machupicchureservations@gmail.com,www.machupicchureservations.org,984641020 / 974217700,8,1,1,Cusco,Cusco,Cusco,20600762304,Machupicchu Reservations,Machupicchu Reservations S.A.C,24/04/2017,7/10/2024
Unitours,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Urb. Ttio T 17,unitours@yahoo.com,"","",8,1,8,Cusco,Cusco,Wanchaq,20450660702,Unitours,Unitours S.A.C.,7/10/2024,7/10/2024
Restaurante Chuto Golos,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Av. Ricardo Palma 145,"","",978921628,12,4,1,Jun?n,Jauja,Jauja,10426117407,Restaurante Chuto Golos,Julcamayan Orihuela Liz Teodora,16/10/2024,16/10/2024
Restaurante Sirena de Oro,2202,ALIMENTOS Y BEBIDAS,220208,Restaurantes Campestres y Centros Recreacionales,220208,Restaurantes Campestres y Centros Recreacionales,Calle Real S/N Chucllu,"","",950612666,12,4,24,Jun?n,Jauja,Panc?n,10419156863,Restaurante Sirena de Oro,Franco Pahuacho Jhon Deyvi,16/10/2024,16/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Mariscal C?ceres 1345/ Terminal Municipal,"",www.cruzdelsur.com.pe,(066) 312813/ 614230/ 966701274/,5,1,1,Ayacucho,Huamanga,Ayacucho,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Sabor y Arte,2202,ALIMENTOS Y BEBIDAS,220215,Juguer?as,220215,Juguer?as,Av. Republica del Per? 218,"","",(072) 507890 / 956542319,24,3,2,Tumbes,Zarumilla,Aguas Verdes,10472176213,Sabor y Arte,Andrea Sanchez Bermeo,22/04/2022,1/10/2024
Pardo?s Chicken,2202,ALIMENTOS Y BEBIDAS,220217,Poller?a,220217,Poller?a,Av. La Marina 2238,reservaslamarina@pardossanmiguel.com.pe,www.pardoschicken.pe,(01) 219-8000 / Reservas (01) 616-5151 Anexo 117,15,1,36,Lima,Lima,San Miguel,20502301552,Pardo?s Chicken,Ursus Restaurante S.A.C.,19/06/2018,23/10/2024
Manglares J y S,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Centro Poblado Puerto Pizarro,mijeampixito@gmail.com,"",934465600,24,1,1,Tumbes,Tumbes,Tumbes,10466352271,Manglares J y S,Querevalu Chero Shirley Jackeline,23/02/2023,1/10/2024
Palomino?s,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Cl. Jos? de la Riva Ag?ero 804, Urb. El Tr?bol",reservas@palominos.pe,www.palominos.pe,(01) 533-1344 / 980228213 / 999618696 / 998731024,15,1,17,Lima,Lima,Los Olivos,20538012778,Palomino?s,Inversiones Alimentarias y Servicios Multiples E.I.R.L.,20/10/2014,23/10/2024
Namast?,2202,ALIMENTOS Y BEBIDAS,220219,Restaurantes Veganos,220219,Restaurantes Veganos,Av. Bolognesi 802-A,contacto@namastewarmy.com,www.namastewarmy.com,999458381,15,1,4,Lima,Lima,Barranco,10410325131,Namast?,Velit Panta Laksmi Yasoda,15/11/2023,17/10/2024
Sacha Hotel,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Cl. San Agust?n 345,booking@sachacusco.com,https://www.sachacusco.com/,984506080 / 984692991,8,1,1,Cusco,Cusco,Cusco,20605277480,Sacha Hotel,Peru Hotelier E.I.R.L.,18/10/2024,18/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Panamericana 1223 Urb. Santa Rosa,botero@piu.cruzdelsur.com.pe,www.cruzdelsur.com.pe,(073) 507421,20,6,1,Piura,Sullana,Sullana,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Inka Trail Backpacker,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Calle Triunfo 392 Int.209,inkatrailbackpacker@gmail.com,www.inkatrailbackpacker.com,(084) 225840 / 996734343 / 940110208,8,1,1,Cusco,Cusco,Cusco,20601566983,Inka Trail Backpacker,Inka Trail Backpacker E.I.R.L,13/08/2019,7/10/2024
Palais Rooftop,2202,ALIMENTOS Y BEBIDAS,220216,Restaurant & Bar,220216,Restaurant & Bar,Av. Espa?a 225,palais.rooftop@gmail.com,https://palaiss.wixsite.com/palaisooftop?fbclid=IwAR33-RobB8RuzLk-dzWs,920689614,15,1,1,Lima,Lima,Cercado de Lima,20601906814,Palais Rooftop,Palais Cocktail S.A.C.,13/09/2023,10/10/2024
Recreo Tur?stico El Reflejo,2202,ALIMENTOS Y BEBIDAS,220208,Restaurantes Campestres y Centros Recreacionales,220208,Restaurantes Campestres y Centros Recreacionales,Calle Real S/N Chucllu,"","",919019009,12,4,24,Jun?n,Jauja,Panc?n,10206525342,Recreo Tur?stico El Reflejo,Salazar Flores Reyna,16/10/2024,16/10/2024
El Marisco del Amor,2202,ALIMENTOS Y BEBIDAS,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Jes?s de Nazareth 510 Urb. San Nicol?s,juanavald@gmail.com,"",(044) 201053,13,1,1,La Libertad,Trujillo,Trujillo,20481302758,El Marisco del Amor,Norte Marino S.A.C,15/04/2013,21/10/2024
Inversiones G&B,2203,TRANSPORTE,220301,Terrestre,22030103,Taxis,Cl. Bolognesi 221,lorly_7@hotmail.com,"",932048494,24,1,1,Tumbes,Tumbes,Tumbes,20602564747,Inversiones G&B,G & B D? ALEXA INVERSIONES E.I.R.L.,10/02/2022,1/10/2024
Barranco Beer  Company,2204,ENTRETENIMIENTO,220409,Bares/Pubs,220409,Bares/Pubs,Av. Almte. Miguel Grau 308,marketing@barrancobarcompany.com,https://barrancobeercompany.pe/,51-981459026,15,1,4,Lima,Lima,Barranco,20552874651,Barranco Beer  Company,Barranco Beer Company S.A.C,22/08/2023,10/10/2024
WACHAQUE GASTROBAR,2204,ENTRETENIMIENTO,220409,Bares/Pubs,220409,Bares/Pubs,Calle Los Algarrobos 574,.,.,971 258 387,13,1,11,La Libertad,Trujillo,V?ctor Larco Herrera,20559992527,WACHAQUE GASTROBAR,WACHAKE GASTROBAR S.A.C,21/10/2024,21/10/2024
Rustica,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Pje. San Ram?n 104,calledelaspizzas@rustica.com.pe,https://cartas.rclub.pe/tiendas,(01) 680 - 7070,15,1,22,Lima,Lima,Miraflores,20557123106,Rustica,Fundaci?n Corporaci?n R?stica,10/02/2011,10/10/2024
Latventure Peru,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Cl. Los Lirios 188, Urb. Santa Maria D-1","\" \"\"latventureperu@gmail.com","elizabeth.ccanahuire@latventure.com\"\"\"",www.latventure.com,958953249,8,1,1,Cusco,Cusco,Cusco,20490002350,Latventure Peru,Latventure Peru S.A.C.,12/06/2015
Salud Primavera,2208,SALUD,220801,Hospitales,220801,Hospitales,"Av. Nicol?s de Pi?rola 872, Trujillo 13001",info@saludprimavera.com.pe,https://saludprimavera.com.pe/,+51 985 311 515 / 954 660 447,13,1,1,La Libertad,Trujillo,Trujillo,20477402152,Salud Primavera,CORPORACION SALUD UNIVERSAL SOCIEDAD ANONIMA CERRADA,21/10/2024,21/10/2024
La Casita de mi Abuela,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Barrio Huascar?n 1300 (1 km de la plaza).,"","",943126714,2,20,3,?ncash,Yungay,Mancos,10324064317,La Casita de mi Abuela,Bendez? L?pez Aida Noem?,26/08/2004,10/10/2024
Travel Beach,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,"Jr. Francisco Bolognesi 233, Tumbes",travelbeach17@gmail.com,"",(072) 600930 / 958244874,24,1,1,Tumbes,Tumbes,Tumbes,10443583616,Travel Beach,Rodriguez Saldarriaga Jaime Edwar,23/11/2017,1/10/2024
Casa de cambio Alexia,2219,SERVICIOS COMPLEMENTARIOS,221903,Casas de Cambio,221903,Casas de Cambio,Av. Ernesto Rivero 825,"","",982 357 323,17,1,1,Madre de Dios,Tambopata,Tambopata,10414390892,Casa de cambio Alexia,Digna Elizabeth Vilca Qui?onez,23/07/2022,28/10/2024
Jose Antonio,2219,SERVICIOS COMPLEMENTARIOS,221903,Casas de Cambio,221903,Casas de Cambio,Jr.Gonzales PradaN?397,"","",982 703 301,17,1,1,Madre de Dios,Tambopata,Tambopata,10099988997,Jose Antonio,Jose Leoncio Perez Rodriguez,27/04/2023,28/10/2024
Huascar?n Inn,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Plaza de armas S/n,helihidalgo@hotmail.com,"",970858260,2,20,3,?ncash,Yungay,Mancos,20416354104,Huascar?n Inn,Heli Hidalgo E.I.R.L,16/10/2024,16/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Bolognesi N? 796,administracion@piura.cruzdelsur.com.pe,www.cruzdelsur.com.pe,(073) 320473 / (073) 337094,20,1,1,Piura,Piura,Piura,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Ecoamazonia Lodge,2201,ESTABLECIMIENTOS DE HOSPEDAJE,220107,Hospedaje no Categorizado,220107,Hospedaje no Categorizado,Bajo Rio Madre de Dios Km 30,reservas@ecoamazonia.com; ecoamazonia@terra.com.pe,www.ecoamazonia.com,963 859 616 / 949 184 291 / (082) 574036,17,1,3,Madre de Dios,Tambopata,Las Piedras,20288049620,Ecoamazonia Lodge,Ecoamazonia Lodge E.I.R.L,2/02/2005,26/10/2024
Los Herrajes Vivencial,2202,ALIMENTOS Y BEBIDAS,220202,Restaurantes comida Peruana,220202,Restaurantes comida Peruana,Av. 9 de Octubre 893. Urb. Las Quintanas,"",https://www.losherrajes.com/,(044) 204846,13,1,1,La Libertad,Trujillo,Trujillo,10179182179,Los Herrajes Vivencial,"CRUZ DE GOICOCHEA, LUZGARDIZ EMERITA",5/06/2013,21/10/2024
X-Treme Tourbulencia,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,Cl. Plateros 356,info@x-tremetourbulencia.com; reserve@x-tremetourbulencia.com,www.x-tremetourbulencia.com,(084) 225872 / 984610644,8,1,6,Cusco,Cusco,Santiago,20527988331,X-Treme Tourbulencia,Grupo Tourbulencia en Per? S.R.Ltda.,19/01/2015,7/10/2024
LA VIEJA TABERNA,2204,ENTRETENIMIENTO,220409,Bares/Pubs,220409,Bares/Pubs,Jr. San Mart?n 323,reservas@laviejataberna.com,https://laviejataberna.com/?fbclid=IwY2xjawGDquhleHRuA2FlbQIxMAABHTtHl,973 694 709,13,1,1,La Libertad,Trujillo,Trujillo,10457692710,LA VIEJA TABERNA,SISNIEGAS AVILA MILTON JONATHAN PIERR,21/10/2024,21/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Calle Uno N? 502,Desconocido,www.cruzdelsur.com.pe,(073) 25-7624,20,7,5,Piura,Talara,Los ?rganos,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Panamericana Sur Km 48 Mz J Lote 11,Desconocido,www.cruzdelsur.com.pe,Desconocido,4,1,8,Arequipa,Arequipa,La Joya,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ayacucho N? 281 - 287,Desconocido,www.cruzdelsur.com.pe,(064) 23-5650 / 22-3367,12,1,1,Jun?n,Huancayo,Huancayo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Bolivar N? 535 - 103,Desconocido,www.cruzdelsur.com.pe,Desconocido,13,1,1,La Libertad,Trujillo,Trujillo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ladislao Espinar N? 9092,Desconocido,www.cruzdelsur.com.pe,(044) 522128,13,7,4,La Libertad,Pacasmayo,Pacasmayo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ezequiel Gonzales N? 670,Desconocido,www.cruzdelsur.com.pe,Desconocido,13,4,1,La Libertad,Chep?n,Chep?n,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Yupi Adventure E.I.R.L.,2205,AGENCIAS DE VIAJES Y TURISMO,220503,Operador de Turismo,220503,Operador de Turismo,La Cultura N? 1110 Dpto 2-B Costado de la Notaria (Primer Paradero San Sebastian El Condor),Desconocido,www.yupiperu.com,(084) 270123,8,1,1,Cusco,Cusco,Cusco,20490032771,Yupi Adventure E.I.R.L.,Yupi Adventure E.I.R.L.,16/05/2013,7/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Francisco Pizarro N? 220 Cercado,Desconocido,www.cruzdelsur.com.pe,964307711 RPC,12,4,1,Jun?n,Jauja,Jauja,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Amazonas 437,Desconocido,www.cruzdelsur.com.pe,(044) 261801,13,1,1,La Libertad,Trujillo,Trujillo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Calle Real N? 602 - 203,Desconocido,www.cruzdelsur.com.pe,Desconocido,12,1,1,Jun?n,Huancayo,Huancayo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ejercito N? 291 Cercado,Desconocido,www.cruzdelsur.com.pe,Desconocido,13,1,1,La Libertad,Trujillo,Trujillo,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Grau N? 208,Desconocido,www.cruzdelsur.com.pe,(073) 25-8232,20,7,6,Piura,Talara,M?ncora,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal Terrestre Intersecci?n de las Avenidas Juan Pablo Castro y Pachacutec,Desconocido,www.cruzdelsur.com.pe,(083) 324877,3,1,1,Apur?mac,Abancay,Abancay,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
Cruz del Sur,2203,TRANSPORTE,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ayacucho N? 116,Desconocido,www.cruzdelsur.com.pe,Desconocido,13,7,2,La Libertad,Pacasmayo,Guadalupe,20100227461,Cruz del Sur,Transportes Cruz del Sur S.A.C.,19/08/2003,1/10/2024
